ID;HTS;NRES;IFM;ILM;ICH;SEXO;AUTLIC;NSET;TVIA1;TVIA2;TVIA3;TVIA4;TVIA5;TVIA6;TVIA7;TVIA8;TVIA9;TCAM1;TCAM2;TCAM3;TCAM4;TCAM5;TCAM6;TCAM7;TCAM8;   ;TVIB1;TVIB2;TVIB3;TVIB4;TVIB5;TVIB6;TVIB7;TVIB8;TVIB9;D1;D2;TESP3;TESP4;TESP5;TESP6;TESP7;TESP8;TESP9;CTOT1;CTOT2;CTOT3;CTOT4;CTOT5;CTOT6;CTOT7;CTOT8;CTOT9;HORA;NOD1;NOD2;JEFH;NAUT;NEST;NTRAB;LTOT;TVIA6A;TVIA6M;TVIA7A;TVIA7M;TVIA8T;TVIA8M;TVIA9B;TVIA9M;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9;LasCondes
597;60;4;60000;32000;4;1;0;3;0;0;506;593;605;0;0;0;0;0;0;828;504;1087;0;0;0;0;0;0;595;593;688;0;0;0;0;0;0;138;192;12;0;0;0;0;0;0;80;22;40;0;0;0;0;700;314;115;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
597;48;2;130000;35000;6;0;1;8;1179;1179;1092;0;2164;1097;1324;1098;1302;799;799;540;0;547;569;569;691;691;1092;1092;984;0;1788;1097;1324;1098;1302;0;1;60;0;30;78;78;138;96;125;13;60;0;18;44;14;38;31;800;322;701;0;2;0;2;2;473;624;700;624;258;840;462;840;1;1;1;0;1;1;1;1;1;1
598;44;2;70000;19500;1;1;1;5;853;0;0;0;1160;881;0;921;1023;418;0;0;0;86;317;0;288;288;820;0;0;0;1149;881;0;921;1023;1;0;0;0;120;192;0;330;240;173;0;0;0;40;79;0;65;65;800;402;512;0;1;0;2;1;263;618;0;0;303;618;405;618;1;0;0;0;1;1;0;1;1;0
598;48;2;35000;35000;6;0;1;8;1179;1179;1424;0;2176;1087;1713;1182;1503;799;799;850;0;482;641;641;1001;626;1091;1091;1260;0;1755;1087;1713;1182;1503;1;0;48;0;108;78;78;125;120;124;12;50;0;18;35;13;43;31;800;413;701;1;1;0;1;1;463;624;1089;624;342;840;663;840;1;1;1;0;1;1;1;1;1;1
599;44;10;24000;23000;5;1;0;3;0;0;0;0;761;0;0;590;628;0;0;0;0;259;0;0;317;317;0;0;0;0;754;0;0;590;628;0;0;0;0;162;0;0;330;354;0;0;0;0;60;0;0;65;65;715;311;511;1;0;0;2;0;0;0;0;0;206;384;244;384;0;0;0;0;1;0;0;1;1;0
599;50;4;150000;150000;1;1;1;8;815;815;1066;0;2204;1201;1247;1284;1482;590;590;259;0;259;569;569;547;547;815;815;978;0;2004;1201;1247;1284;1482;0;1;60;0;168;78;78;138;174;41;20;60;0;20;50;14;48;33;820;121;701;1;2;2;1;2;361;840;407;840;444;840;642;840;1;1;1;0;1;1;1;1;1;1
600;45;3;84000;32000;4;0;0;3;0;856;0;666;883;0;0;0;0;0;0;0;720;115;0;0;0;0;0;807;0;666;774;0;0;0;0;0;0;0;192;12;0;0;0;0;0;35;0;22;80;0;0;0;0;825;318;101;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
601;44;5;29000;19000;5;0;0;3;0;0;0;0;1168;0;0;1018;1133;0;0;0;0;137;0;0;338;338;0;0;0;0;1283;0;0;1018;1133;0;0;0;0;42;0;0;330;210;0;0;0;0;80;0;0;65;65;645;414;512;1;0;2;2;0;0;0;0;0;256;762;371;762;0;0;0;0;1;0;0;1;1;0
602;44;4;100000;25000;2;0;0,5;7;728;728;0;0;1508;671;1050;724;708;346;130;0;0;72;418;346;389;641;700;700;0;0;1359;671;1050;724;708;1;0;0;0;360;120;120;258;168;237;44;0;0;40;51;14;48;53;740;401;510;0;1;2;2;2;149;522;528;522;202;522;186;522;1;1;0;0;1;1;1;1;1;0
602;48;3;130000;30000;7;0;0,5;8;1259;1259;1225;0;2272;1219;1256;1218;1392;583;583;288;0;432;468;468;439;439;1166;1166;1104;0;1878;1219;1256;1218;1392;1;0;60;0;288;78;78;138;156;122;31;60;0;20;58;14;43;33;815;325;701;0;1;0;2;2;445;774;482;774;378;840;552;840;1;1;1;0;1;1;1;1;1;1
603;45;4;80000;40000;6;1;1;6;1135;0;956;0;1395;1090;0;965;1078;324;0;734;0;734;245;0;677;677;1060;0;929;0;1396;1090;0;965;1078;1;0;78;0;78;192;0;270;210;184;0;80;0;50;134;0;65;65;740;414;511;1;1;2;2;1;652;438;0;0;251;714;364;714;1;0;1;0;1;1;0;1;1;0
603;48;2;200000;200000;3;0;1;8;862;862;734;0;1496;874;1150;768;1068;583;583;288;0;295;468;468;641;641;664;664;633;0;1168;874;1150;768;1068;1;0;30;0;36;78;78;108;108;82;11;50;0;20;41;14;43;31;750;503;701;1;1;1;1;1;328;546;604;546;222;546;522;546;1;1;1;0;1;1;1;1;1;1
604;48;3;150000;80000;4;0;0,5;5;302;302;241;102;313;0;0;0;0;324;0;317;619;317;0;0;0;0;290;290;232;102;301;0;0;0;0;1;0;48;72;18;0;0;0;0;54;12;60;25;40;0;0;0;0;755;515;115;0;1;1;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0
604;48;4;60000;30000;5;1;0,5;6;0;630;622;0;1079;0;784;780;690;0;583;331;0;454;0;468;482;482;0;595;570;0;1008;0;784;780;690;1;0;30;0;36;0;78;108;126;0;9;50;0;20;0;13;43;31;900;502;701;0;1;1;1;2;0;0;316;468;312;468;222;468;0;1;1;0;1;0;1;1;1;1
605;44;5;50000;20000;9;0;1;5;0;897;0;0;1218;0;1001;1044;1068;0;0;0;0;202;0;245;274;274;0;839;0;0;1194;0;1001;1044;1068;1;0;0;0;78;0;192;240;270;0;52;0;0;40;0;24;52;62;800;407;511;0;1;1;2;1;0;0;365;636;408;636;432;636;0;1;0;0;1;0;1;1;1;0
605;48;6;200000;38000;1;1;0,4;8;924;924;1241;0;1853;1060;1105;1020;1116;518;518;295;0;302;468;468;446;446;856;856;1098;0;1494;1060;1105;1020;1116;0;1;48;0;54;78;78;125;258;182;16;50;0;20;41;13;43;31;800;410;701;0;2;2;2;5;220;840;265;840;180;840;276;840;1;1;1;0;1;1;1;1;1;1
606;45;3;35000;23000;8;0;0;3;0;0;0;0;1160;0;0;903;975;0;0;0;0;202;0;0;266;266;0;0;0;0;1149;0;0;903;975;0;0;0;0;120;0;0;240;240;0;0;0;0;40;0;0;60;65;740;402;511;1;0;0;2;0;0;0;0;0;393;510;405;570;0;0;0;0;1;0;0;1;1;0
606;48;2;100000;100000;4;1;0,5;9;800;800;598;624;1378;707;947;655;670;583;583;410;929;418;468;468;562;562;714;714;636;624;1300;707;947;655;670;1;0;24;78;36;78;78;102;114;82;11;50;13;20;34;13;43;33;845;330;701;1;1;0;1;2;83;624;323;624;31;624;46;624;1;1;1;1;1;1;1;1;1;1
607;40;2;75000;28000;2;0;0,5;7;493;485;433;0;743;651;948;665;0;324;0;504;0;598;403;331;439;0;470;462;401;0;682;651;948;665;0;1;0;30;0;42;192;192;222;0;101;34;80;0;40;59;26;65;0;810;313;512;0;1;0;2;2;165;486;462;486;179;486;0;0;1;1;1;0;1;1;1;1;0;0
607;48;3;100000;30000;7;0;0,5;8;601;601;680;0;976;730;915;723;1012;583;583;418;0;425;468;468;662;662;536;536;624;0;912;730;915;723;1012;1;0;48;0;54;78;78;125;108;78;9;50;0;20;16;13;43;31;845;406;701;1;1;2;1;2;184;546;369;546;177;546;466;546;1;1;1;0;1;1;1;1;1;1
608;44;3;140000;75000;4;1;0,5;5;267;345;373;384;526;0;0;0;0;288;0;432;670;432;0;0;0;0;257;332;362;384;466;0;0;0;0;1;0;24;192;42;0;0;0;0;228;26;40;22;40;0;0;0;0;725;306;511;1;1;1;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0
608;48;4;200000;200000;3;1;1;8;401;401;686;0;1004;667;923;696;972;439;439;464;0;356;468;468;623;623;358;358;629;0;938;667;923;696;972;0;1;48;0;54;78;78;125;108;18;9;50;0;20;37;13;43;31;830;406;701;1;2;1;1;2;199;468;455;468;150;546;426;546;1;1;1;0;1;1;1;1;1;1
609;40;3;50000;20000;2;0;0;2;0;106;0;0;91;0;0;0;0;0;0;0;0;331;0;0;0;0;0;101;0;0;78;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;40;0;0;0;0;830;210;120;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
609;48;6;120000;21000;5;1;0,5;8;696;696;528;0;1073;367;961;376;348;583;583;389;0;511;468;468;857;857;553;553;480;0;784;367;961;376;348;1;0;30;0;54;78;78;108;150;75;8;50;0;20;37;13;43;31;815;500;701;0;1;1;2;2;61;306;655;306;70;306;42;306;1;1;1;0;1;1;1;1;1;1
610;40;5;110000;110000;1;1;1;6;835;0;722;0;936;1026;0;983;1154;108;0;259;0;259;461;0;432;274;795;0;656;0;1009;1026;0;983;1154;1;0;60;0;60;192;0;252;210;97;0;80;0;50;65;0;50;65;730;414;511;1;1;3;1;1;312;714;0;0;269;714;440;714;1;0;1;0;1;1;0;1;1;0
610;48;2;70000;15000;2;0;0,5;8;612;549;629;0;967;772;1475;714;679;583;0;281;0;288;468;468;562;562;547;490;566;0;1018;772;1475;714;679;1;0;30;0;36;78;78;108;126;76;7;50;0;20;35;13;43;31;830;404;701;0;1;0;2;2;304;468;1007;468;246;468;211;468;1;1;1;0;1;1;1;1;1;1
611;40;6;90000;50000;5;0;0;2;0;0;0;438;1093;0;0;0;0;0;0;0;936;158;0;0;0;0;0;0;0;438;958;0;0;0;0;0;0;0;192;78;0;0;0;0;0;0;0;22;40;0;0;0;0;800;504;103;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
611;48;2;40000;20000;9;0;0;6;0;794;646;0;1609;0;1035;936;1020;0;583;288;0;619;0;468;454;454;0;779;702;0;1476;0;1035;936;1020;0;0;90;0;108;0;78;168;126;0;16;60;0;20;0;13;43;36;830;124;701;0;0;0;2;2;0;0;195;840;96;840;180;840;0;1;1;0;1;0;1;1;1;1
612;40;4;50000;19000;4;0;0;2;0;0;0;714;1018;0;0;0;0;0;0;0;734;360;0;0;0;0;0;0;0;714;998;0;0;0;0;0;0;0;192;30;0;0;0;0;0;0;0;22;40;0;0;0;0;730;500;113;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
613;45;3;120000;50000;2;0;1;3;0;638;0;558;741;0;0;0;0;0;0;0;763;360;0;0;0;0;0;608;0;558;692;0;0;0;0;1;0;0;192;12;0;0;0;0;0;33;0;25;40;0;0;0;0;750;314;110;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
613;48;3;150000;71000;2;1;0,5;7;0;565;629;0;967;797;1595;714;679;0;43;367;0;374;468;468;648;648;0;505;566;0;1018;797;1595;714;679;1;0;30;0;36;78;78;108;126;0;8;50;0;20;36;13;43;31;830;404;701;0;1;0;3;2;329;468;1127;468;246;468;211;468;0;1;1;0;1;1;1;1;1;1
614;60;5;55000;30000;3;1;1;7;402;426;425;0;657;662;1564;629;0;288;0;130;0;130;216;144;187;0;386;410;413;0;581;662;1564;629;0;0;1;30;0;42;192;192;222;0;133;32;40;0;40;48;25;65;0;800;313;511;1;2;0;3;1;152;510;1054;510;191;438;0;0;1;1;1;0;1;1;1;1;0;0
614;48;5;130000;100000;1;1;1;8;791;791;704;0;1361;883;1210;768;1068;360;360;403;0;410;468;468;684;684;670;670;623;0;1154;883;1210;768;1068;0;1;30;0;36;78;78;108;108;99;12;50;0;20;42;14;43;31;730;503;701;1;2;2;2;2;337;546;664;546;222;546;522;546;1;1;1;0;1;1;1;1;1;1
615;48;5;20000;12000;5;0;0;3;0;0;0;0;817;0;0;660;744;0;0;0;0;302;0;0;245;245;0;0;0;0;749;0;0;660;744;0;0;0;0;42;0;0;222;228;0;0;0;0;40;0;0;65;65;820;400;511;1;0;0;2;1;0;0;0;0;90;570;174;570;0;0;0;0;1;0;0;1;1;0
615;48;6;150000;37000;8;0;0,25;7;0;1169;1301;0;1952;1117;1665;1073;1196;0;810;396;0;403;562;562;540;540;0;1082;1151;0;1574;1117;1665;1073;1196;1;0;48;0;54;78;78;125;258;0;22;50;0;20;43;14;38;31;800;410;701;0;1;3;2;4;277;840;825;840;233;840;356;840;0;1;1;0;1;1;1;1;1;1
616;45;3;40000;40000;5;0;1;4;391;0;509;324;473;0;0;0;0;324;0;677;706;382;0;0;0;0;376;0;494;324;468;0;0;0;0;1;0;24;192;6;0;0;0;0;81;0;80;25;40;0;0;0;0;720;307;110;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0
616;48;4;200000;200000;6;1;0,5;8;1168;1168;944;0;1788;1140;1454;1098;1302;810;810;612;0;619;670;670;756;756;1101;1101;984;0;1788;1140;1454;1098;1302;1;0;60;0;30;78;78;138;96;115;28;60;0;18;64;15;38;31;830;322;701;1;1;0;1;2;672;468;986;468;258;840;462;840;1;1;1;0;1;1;1;1;1;1
617;48;5;160000;60000;2;0;0,5;7;487;491;395;0;692;576;1103;587;0;324;101;713;0;382;202;130;151;0;468;472;384;0;612;576;1103;587;0;1;0;30;0;42;192;192;222;0;117;42;80;0;40;51;25;65;0;810;314;512;0;1;1;2;2;90;486;617;486;101;486;0;0;1;1;1;0;1;1;1;1;0;0
617;48;4;100000;30000;2;0;1;8;1118;1035;980;0;1439;1222;1405;1140;1296;810;360;504;0;353;562;562;648;648;1107;1025;1032;0;1734;1222;1405;1140;1296;0;1;36;0;60;78;78;114;114;107;23;60;0;20;50;14;43;33;720;319;701;0;2;2;2;2;382;840;565;840;300;840;456;840;1;1;1;0;1;1;1;1;1;1
618;44;2;75000;50000;4;1;1;4;316;0;446;438;637;0;0;0;0;230;0;641;655;418;0;0;0;0;304;0;433;438;630;0;0;0;0;1;0;24;192;12;0;0;0;0;164;0;80;22;40;0;0;0;0;730;504;107;1;1;0;2;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0
618;48;2;170000;90000;5;1;1;5;545;545;488;546;986;0;0;0;0;810;810;504;706;475;0;0;0;0;524;524;519;546;930;0;0;0;0;1;0;18;78;18;0;0;0;0;82;11;50;13;20;0;0;0;0;830;306;14;1;1;0;2;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
619;48;5;60000;30000;2;0;1;5;0;786;0;0;1149;0;1034;895;964;0;504;0;0;209;0;274;295;295;0;755;0;0;1138;0;1034;895;964;1;0;0;0;120;0;192;216;240;0;53;0;0;40;0;26;60;65;730;402;511;0;1;3;2;1;0;0;464;570;385;510;394;570;0;1;0;0;1;0;1;1;1;0
619;48;4;150000;50000;6;1;0,75;8;1034;1034;1061;0;1450;1075;1585;918;1008;810;810;533;0;540;598;598;893;893;923;923;974;0;1355;1075;1585;918;1008;0;1;48;0;54;78;78;125;102;97;19;50;0;20;44;14;43;31;830;409;701;0;3;1;2;4;301;774;811;774;78;840;168;840;1;1;1;0;1;1;1;1;1;1
620;60;3;12000;12000;4;1;0;4;0;0;0;816;990;0;0;836;841;0;0;0;1116;475;0;0;490;490;0;0;0;816;1178;0;0;836;841;0;0;0;192;210;0;0;216;204;0;0;0;25;40;0;0;65;65;705;404;513;1;0;1;1;0;0;0;0;0;98;738;103;738;0;0;0;1;1;0;0;1;1;0
620;48;5;160000;160000;1;1;1;8;940;940;1167;0;2144;1287;1403;1236;1494;504;504;450;0;299;562;562;594;594;940;940;1122;0;1932;1287;1403;1236;1494;0;1;30;0;60;78;78;108;114;46;23;60;0;18;56;14;43;31;730;134;701;1;2;0;1;2;447;840;563;840;396;840;654;840;1;1;1;0;1;1;1;1;1;1
621;48;7;27000;27000;4;1;0;4;0;0;0;276;622;0;0;476;631;0;0;0;1656;518;0;0;814;814;0;0;0;276;616;0;0;476;631;0;0;0;120;180;0;0;144;588;0;0;0;11;40;0;0;51;51;745;308;510;1;0;3;1;0;0;0;0;0;140;336;355;276;0;0;0;1;1;0;0;1;1;0
621;48;1;26000;26000;5;0;1;5;526;526;445;390;847;0;0;0;0;810;810;374;626;223;0;0;0;0;470;470;432;390;792;0;0;0;0;1;0;18;78;18;0;0;0;0;77;9;50;13;18;0;0;0;0;820;305;14;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
622;44;4;20000;20000;4;1;1;6;598;0;0;324;688;532;0;524;679;324;0;0;1210;864;295;0;367;367;575;0;0;324;619;532;0;524;679;1;0;0;192;12;192;0;216;660;84;0;0;25;40;57;0;65;65;755;308;511;1;1;2;1;1;208;324;0;0;140;384;355;324;1;0;0;1;1;1;0;1;1;0
622;48;2;40000;24000;5;1;0;6;0;1508;1159;0;2105;0;1391;1194;1518;0;810;504;0;511;0;562;648;1058;0;1169;1026;0;1698;0;1391;1194;1518;0;0;30;0;96;0;78;108;138;0;18;50;0;20;0;14;43;31;745;516;701;1;0;0;2;1;0;0;551;840;354;840;678;840;0;1;1;0;1;0;1;1;1;1
623;48;5;40000;40000;4;1;0;5;0;0;544;522;828;0;0;612;696;0;0;360;1260;180;0;0;641;641;0;0;504;522;774;0;0;612;696;0;0;36;120;42;0;0;156;156;0;0;80;11;40;0;0;51;51;815;400;510;1;0;3;1;0;0;0;0;0;90;522;174;522;0;0;1;1;1;0;0;1;1;0
623;48;3;60000;26000;7;0;0,33;8;845;845;877;0;1577;1110;1388;1062;1182;810;810;814;0;814;562;562;727;727;862;862;696;0;1434;1110;1388;1062;1182;1;0;60;0;168;78;78;138;180;94;17;60;0;20;22;13;43;31;800;111;701;0;1;1;2;3;270;840;548;840;222;840;342;840;1;1;1;0;1;1;1;1;1;1
624;45;3;22000;22000;4;1;0,33;9;530;491;452;324;661;501;808;486;624;324;0;576;886;209;245;173;425;454;505;468;422;324;618;501;808;486;624;1;0;138;192;180;192;192;330;660;74;21;80;25;40;57;26;65;65;805;308;511;1;1;0;1;3;177;324;484;324;102;384;300;324;1;1;1;1;1;1;1;1;1;0
624;48;2;55000;25000;6;1;0,5;7;1442;1442;1044;0;1972;1119;1207;1086;0;810;810;432;0;439;580;580;576;0;1117;1117;924;0;1590;1119;1207;1086;0;1;0;30;0;96;78;78;108;0;103;22;50;0;18;51;15;43;0;800;513;701;0;1;0;1;2;729;390;817;390;246;840;0;0;1;1;1;0;1;1;1;1;0;1
625;40;4;60000;60000;4;0;1;5;0;0;493;558;694;0;0;454;591;0;0;101;958;158;0;0;245;245;0;0;436;558;687;0;0;454;591;1;0;30;192;42;0;0;222;216;0;0;80;25;40;0;0;65;65;740;313;512;1;1;2;1;1;0;0;0;0;160;294;297;294;0;0;1;1;1;0;0;1;1;0
625;48;4;50000;21000;9;1;0,5;8;1040;1040;1179;0;2003;1256;2029;1241;1600;810;810;425;0;425;562;562;720;720;1062;1062;935;0;1820;1256;2029;1241;1600;1;0;60;0;168;78;78;138;126;100;20;60;0;18;45;14;48;31;750;113;701;1;1;2;2;2;416;840;1189;840;401;840;760;840;1;1;1;0;1;1;1;1;1;1
626;50;5;100000;50000;8;0;1;8;911;878;0;762;939;737;895;755;749;324;0;0;612;583;259;187;223;223;860;829;0;762;894;737;895;755;749;0;1;0;192;30;192;192;222;204;151;58;0;22;40;50;22;62;62;815;404;512;0;2;2;2;2;53;684;211;684;71;684;65;684;1;1;0;1;1;1;1;1;1;0
626;48;4;40000;21000;7;1;0;6;0;1126;926;0;1719;0;1299;834;942;0;720;331;0;461;0;382;634;634;0;866;798;0;1343;0;1299;834;942;0;0;30;0;36;0;78;108;120;0;14;50;0;18;0;13;38;31;745;506;701;1;0;0;2;2;0;0;597;702;210;624;318;624;0;1;1;0;1;0;1;1;1;1
627;42;7;100000;50000;4;0;1;5;0;830;0;666;1040;0;1194;742;0;0;0;0;756;583;0;346;396;0;0;776;0;666;1020;0;1194;742;0;1;0;0;120;78;0;120;150;0;0;47;0;11;40;0;11;46;0;750;404;510;0;1;3;2;1;0;0;528;666;76;666;0;0;0;1;0;1;1;0;1;1;0;0
627;48;1;46000;46000;4;0;0;4;0;361;389;306;790;0;0;0;0;0;720;403;475;410;0;0;0;0;0;373;378;306;738;0;0;0;0;0;0;12;78;6;0;0;0;0;0;7;50;13;20;0;0;0;0;820;302;30;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
628;42;7;65000;35000;5;0;0;5;0;0;519;522;755;0;0;670;758;0;0;216;864;216;0;0;238;238;0;0;504;522;668;0;0;670;758;0;0;36;120;36;0;0;228;228;0;0;80;13;40;0;0;65;65;750;400;511;1;0;3;4;0;0;0;0;0;100;570;188;570;0;0;1;1;1;0;0;1;1;0
628;48;2;100000;50000;3;1;1;8;904;904;1433;0;2305;1255;1495;1366;1765;576;576;403;0;536;439;439;756;756;922;922;1138;0;2095;1255;1495;1366;1765;0;1;36;0;360;78;78;114;126;48;24;60;0;20;55;14;48;31;810;113;701;0;2;0;2;2;415;840;655;840;526;840;925;840;1;1;1;0;1;1;1;1;1;1
629;44;4;67000;47000;4;0;1;4;0;709;0;636;1016;0;807;0;0;0;22;0;677;223;0;281;0;0;0;662;0;636;997;0;807;0;0;1;0;0;192;78;0;192;0;0;0;40;0;25;40;0;25;0;0;730;404;511;1;1;0;2;1;0;0;171;636;0;0;0;0;0;1;0;1;1;0;1;0;0;0
629;48;6;225000;25000;6;0;0,75;4;1204;1204;0;0;0;1205;2002;0;0;720;720;0;0;0;547;547;0;0;1115;1115;0;0;0;1205;2002;0;0;0;1;0;0;0;78;78;0;0;82;11;0;0;0;74;14;0;0;800;322;701;0;3;4;2;4;659;546;1456;546;0;0;0;0;1;1;0;0;0;1;1;0;0;1
630;48;12;60000;27000;4;1;0;3;0;0;0;432;559;0;0;0;655;0;0;0;1037;382;0;0;0;223;0;0;0;432;553;0;0;0;655;0;0;0;192;78;0;0;0;210;0;0;0;25;40;0;0;0;65;750;306;512;0;0;4;4;1;0;0;0;0;0;0;283;372;0;0;0;1;1;0;0;0;1;0
630;48;4;140000;60000;4;1;0,5;9;881;881;940;774;1540;899;1563;732;816;619;619;612;835;446;245;245;475;475;824;824;810;774;1327;899;1563;732;816;1;0;48;78;18;78;78;125;114;73;6;50;13;20;33;13;43;33;810;408;701;1;1;0;1;2;125;774;789;774;108;624;192;624;1;1;1;1;1;1;1;1;1;1
631;44;2;14000;14000;4;1;0;4;0;0;0;432;672;0;0;383;659;0;0;0;1181;65;0;0;209;209;0;0;0;432;665;0;0;383;659;0;0;0;192;30;0;0;228;210;0;0;0;22;40;0;0;62;62;750;306;512;1;0;0;1;0;0;0;0;0;89;294;287;372;0;0;0;1;1;0;0;1;1;0
631;48;5;120000;45000;5;1;0;6;0;628;647;0;779;0;1537;682;710;0;619;590;0;533;0;245;562;562;0;775;667;0;1298;0;1537;682;710;0;0;24;0;36;0;78;102;114;0;7;60;0;20;0;13;43;33;700;330;701;0;0;0;3;3;0;0;913;624;58;624;86;624;0;1;1;0;1;0;1;1;1;1
632;44;6;50000;16000;4;1;0;5;0;550;0;558;968;0;1598;0;939;0;43;0;1318;151;0;187;0;367;0;529;0;558;905;0;1598;0;939;0;0;0;192;66;0;192;0;228;0;33;0;22;40;0;23;0;62;750;400;512;0;0;3;2;0;0;0;1040;558;0;0;321;618;0;1;0;1;1;0;1;0;1;0
632;48;2;130000;100000;6;1;0,5;8;1404;1404;1318;0;2447;1346;2716;1314;1536;619;619;511;0;684;245;245;547;547;1300;1300;1188;0;2022;1346;2716;1314;1536;1;0;60;0;288;78;78;138;156;121;31;60;0;20;38;14;43;33;750;325;701;1;1;0;2;2;572;774;1942;774;474;840;696;840;1;1;1;0;1;1;1;1;1;1
633;44;3;52000;52000;4;1;1;8;899;932;702;762;987;800;0;808;800;518;0;648;778;346;331;0;403;403;841;872;656;762;967;800;0;808;800;1;0;36;192;30;192;0;228;204;170;36;60;22;40;47;0;62;62;745;404;513;1;1;1;1;1;62;738;0;0;70;738;62;738;1;1;1;1;1;1;0;1;1;0
633;48;6;190000;50000;6;0;0,5;8;845;845;701;0;1460;1034;1630;685;797;619;619;511;0;612;281;281;547;547;790;790;643;0;1259;1034;1630;685;797;0;1;18;0;60;78;78;96;108;84;12;50;0;18;29;13;38;31;815;310;701;0;2;4;4;4;410;624;1006;624;139;546;251;546;1;1;1;0;1;1;1;1;1;1
634;44;3;75749;11000;4;0;1;5;0;270;0;222;469;0;337;0;299;0;0;0;490;259;0;259;0;288;0;260;0;222;446;0;337;0;299;1;0;0;192;42;0;192;0;222;0;15;0;22;40;0;22;0;62;805;212;512;0;1;0;2;1;0;0;115;222;0;0;77;222;0;1;0;1;1;0;1;0;1;0
634;48;2;100000;100000;4;1;0,5;5;820;820;726;774;1510;0;0;0;0;619;619;418;554;425;0;0;0;0;766;766;666;774;1302;0;0;0;0;1;0;24;78;42;0;0;0;0;96;18;60;13;18;0;0;0;0;815;311;701;1;1;0;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
635;48;5;10000;10000;4;1;0;2;0;0;0;462;826;0;0;0;0;0;0;0;1505;835;0;0;0;0;0;0;0;462;1007;0;0;0;0;0;0;0;120;12;0;0;0;0;0;0;0;13;40;0;0;0;0;700;318;510;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
635;48;5;100000;35000;5;0;0;7;790;790;797;0;1570;0;1840;823;937;619;619;295;0;302;0;245;331;331;799;799;739;0;1441;0;1840;823;937;0;0;36;0;96;0;78;114;108;87;14;60;0;18;0;13;73;31;730;106;701;0;0;3;2;2;0;0;1294;546;277;546;391;546;1;1;1;0;1;0;1;1;1;1
636;44;3;110000;90000;7;1;0,5;5;917;917;0;738;1313;0;1199;0;0;0;0;0;1001;374;0;518;0;0;882;882;0;738;1250;0;1199;0;0;1;0;0;192;210;0;192;0;0;71;36;0;22;40;0;22;0;0;745;404;513;1;1;1;2;2;0;0;461;738;0;0;0;0;1;1;0;1;1;0;1;0;0;0
636;48;5;150000;60000;6;1;0,75;8;1106;1106;1195;0;1571;1082;1315;1040;1146;619;619;187;0;194;245;245;223;223;1044;1044;1106;0;1482;1082;1315;1040;1146;0;1;48;0;54;78;78;125;258;95;18;50;0;20;171;13;43;31;830;410;701;0;3;1;2;4;242;840;475;840;200;840;306;840;1;1;1;0;1;1;1;1;1;1
637;40;2;50000;24000;5;0;0;4;0;0;0;510;624;0;0;563;591;0;0;0;936;648;0;0;454;454;0;0;0;510;618;0;0;563;591;0;0;0;192;12;0;0;228;198;0;0;0;25;40;0;0;65;65;805;314;511;0;0;0;2;1;0;0;0;0;125;438;153;438;0;0;0;1;1;0;0;1;1;0
637;48;6;50000;22000;9;1;0;6;0;1196;1079;0;2113;0;1561;1098;1302;0;619;450;0;457;0;245;486;486;0;1108;972;0;1746;0;1561;1098;1302;0;0;60;0;30;0;78;138;96;0;22;60;0;18;0;14;43;31;800;322;701;1;0;1;1;0;0;0;721;840;258;840;462;840;0;1;1;0;1;0;1;1;1;1
638;48;4;100000;42000;4;1;0;6;0;475;0;540;801;0;1459;662;535;0;0;0;720;216;0;209;569;281;0;457;0;540;709;0;1459;662;535;0;0;0;192;42;0;192;228;216;0;28;0;25;40;0;25;65;65;745;306;513;0;0;4;0;0;0;0;973;486;122;540;187;348;0;1;0;1;1;0;1;1;1;0
